Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Collapsible Row Heading 1 (product.metafields.custom.collapsible_row_heading_1),Collapsible Row Heading 2 (product.metafields.custom.collapsible_row_heading_2),Collapsible Row Heading 3 (product.metafields.custom.collapsible_row_heading_3),Description Tab (product.metafields.custom.description_tab),Meaning (product.metafields.custom.meaning),Pre-oder Message (product.metafields.custom.pre_oder_message),Test (product.metafields.custom.test),theme.upsell (product.metafields.custom.theme_upsell),title (product.metafields.custom.title),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pearls-with-lab-diamonds,Pearls with Lab Diamonds,"<p><span>Pearls are timeless symbols of grace and wisdom, formed through patience and resilience. Wear this bracelet as a celebration of your elegance and inner strength, a reminder that beauty shines brightest from within.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, Pearl, POS",false,Color,pearl,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,649.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/pearls-hand-product.jpg?v=1740157771,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Grace, Wisdom, Resilience",,,amethyst-love-dove,Wear This for Elegance,,,adults,beaded,pearl,,diamond,fine-jewelry,female,,,,,,lb,,,archived
pearls-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/pearl_faeb82ab-6d03-4abd-a1af-d4ad88d88454.jpg?v=1748490146,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzanite-with-lab-diamonds,Tanzanite with Lab Diamonds,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Tanzanite represents transformation and growth. Wear it as a symbol of your journey to embrace change, evolve, and step into the fullest version of yourself.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, POS, Tanzanite",false,Color,grey-tanzanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,789.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Tanzanite-diamond-hand-product.jpg?v=1757692176,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Clarity, Courage, Transformation",,,citrine-14k-gold,Wear This To Evolve,,,adults,beaded,grey-tanzanite,,diamond,fine-jewelry,unisex,,,,,,lb,,,archived
tanzanite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Tanzanite_b7569ac8-4c04-4b3b-9311-a032f8622133.jpg?v=1757692176,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzanite-with-lab-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Tanzanite2_a4411c8d-cb13-477b-8739-dc9c7908cd8f.jpg?v=1753961020,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire-1,Sapphire with Lab Diamond,"<p>Sapphire is the gemstone of wisdom and clarity, inspiring you to trust your intuition and make decisions with confidence. Wear this bracelet as a symbol of your inner strength and the brilliance of your unique journey.</p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, POS, Sapphire",false,Color,sapphire,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,759.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Sapphire-hand-product-diamond_9c961bcf-50b1-418f-b0d7-0fb0302920ec.jpg?v=1743224509,1,"",false,,,,,,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Discipline, Clarity, Focus",,,citrine-14k-gold,Wear This for Intuition,,,,,sapphire,,,,,,,,,,lb,,,archived
sapphire-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Sapphire.jpg?v=1743224509,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-w-lab-diamond,Ruby with Lab Diamonds,"<p><span>Ruby is the gemstone of passion, igniting your inner fire and empowering you to pursue your dreams with courage and confidence. Wear this bracelet as a reminder of your bold, vibrant spirit and your ability to light up the world.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,"Bracelet, POS, Ruby",false,Color,ruby,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,759.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond_97a568e6-a889-4858-a576-b2c2c89b7129.jpg?v=1753952806,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Confidence, Passion, Desire",,,blue-sapphire-diamond,Wear This For Confidence,,,adults,beaded,ruby,,diamond,fine-jewelry,unisex,,,,,,lb,,,archived
ruby-w-lab-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Ruby-hand-product.jpg?v=1757036410,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-w-lab-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/ruby1.jpg?v=1757036178,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby-w-lab-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/ruby.jpg?v=1757036178,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire,Sapphire- Diamond,"<p><strong>SAPPHIRE</strong> sharpens your mind and centers your energy. This stone fuels discipline, clears distraction, and helps you move with unshakable <strong>CLARITY</strong>. Wear this when it’s time to lock in and lead.</p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,false,Color,sapphire,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1149.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Sapphire-hand-product-diamond.jpg?v=1740157743,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Discipline, Clarity, Focus",,,amethyst-love-dove,Wear This to Lock In,,,adults,beaded,sapphire,,diamond,,,,,,,,lb,,,archived
sapphire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Sapphire.jpg?v=1743224509,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapphire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Sapphire-hand-product-diamond_9c961bcf-50b1-418f-b0d7-0fb0302920ec.jpg?v=1743224509,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amethyst,The Wisdom Bracelet - 14k Gold,"<blockquote></blockquote>
<p><strong>AMETHYST</strong> raises your frequency. This gemstone sharpens your intuition and calms your spirit, helping you move with <strong>WISDOM</strong> and grace. Wear it to access the higher version of you—the one who already knows.</p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,purple,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,259.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO_bd2a11b3-6826-4c48-8d24-023ec72b1b2b.jpg?v=1753953151,1,"",false,,,,,,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Intuition, Wisdom, Calm",,,garnet-with-lab-diamonds,Wear This For Your Highest Self,,,,xo; love-dove,purple,,14-k-gold,fine-jewelry,,,,,,,lb,,,active
amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Amethyst_9cb0d5a4-1081-496a-b358-8e7208b1a581.jpg?v=1754451528,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amethyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Amethyst-hand-product.jpg?v=1754451528,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearls-14k-gold,Pearls - 14k Gold,"<p><span><strong>PEARLS</strong> are timeless symbols of <strong>GRACE</strong> and <strong>WISDOM</strong>, formed through patience and resilience. Wear this bracelet as a celebration of your elegance and inner strength, a reminder that beauty shines brightest from within.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,false,Color,pearl,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,425.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/xo-pearl.jpg?v=1748490146,1,XO,false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Grace, Wisdom, Resilience",,,amethyst,Wear This for Elegance,,,adults,beaded,pearl,,14-k-gold,fine-jewelry,female,,,,,,lb,,,archived
garnet,The Purpose Bracelet - 14k Gold,"<p><strong>RED GARNET </strong>lights a fire under your <strong>PURPOSE</strong>. This bracelet grounds you in your truth, fuels your vitality, and energizes your path forward. Wear it to reconnect with your power, your passion, and your unshakable will.</p>",XO Maria Louise,Apparel & Accessories > Jewelry > Charms & Pendants,Bracelet,Bracelet,true,Color,garnet,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO_248df787-d96d-439e-8274-bffaa0ae146c.jpg?v=1753952582,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Vitality, Passion, Power",,,blue-sapphire-with-diamonds-and-gold-balls,Wear This For Your Power,,,adults,,garnet,,14-k-gold,fine-jewelry,unisex,,,,,,lb,,,active
garnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Garnet2_dc09032e-e653-4233-9dcd-92aff6b4f454.jpg?v=1757036504,2,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Garnet-24k-hand-product.jpg?v=1757036504,3,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_9365.jpg?v=1751410331,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzanite,The Rebirth Bracelet - Diamond,"<p><span data-sheets-root=""1""><strong>TANZANITE</strong> doesn’t wait for permission. It pushes you into the next chapter with courage, and high-vibe energy. Wear it when you’re ready to <strong>TRANSFORM</strong>, speak up, and step into your power.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Charms & Pendants,Bracelet,"Bracelet, New Arrivals, Tanzanite",true,Color,grey-tanzanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1049.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond_d0fb2228-08f4-4a1e-8738-ba7cc971d574.jpg?v=1753961020,1,"",false,,,,,,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Clarity, Courage, Transformation",,,amethyst-love-dove,Wear This to Transform,,,,,grey-tanzanite,,diamond,fine-jewelry,,,,,,,lb,,,active
tanzanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_1599_2.jpg?v=1757690790,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_2447.jpg?v=1757692176,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanzanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Tanzanite-diamond-hand-product.jpg?v=1757692176,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rainbow-tourmaline,The Peace Bracelet - 14k Gold XO,"<p><span data-sheets-root=""1""><strong>RAINBOW TOURMALINE</strong> is the gemstone of <strong>HARMONY </strong>and <strong>BALANCE</strong>, aligning your energy and helping you find peace amidst life’s chaos. Wear this bracelet as a reminder of your ability to stay grounded, centered, and strong no matter what comes your way.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,rainbow-tourmaline,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,319.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO_2613075d-69cd-47f4-9ecf-460aeed88bc0.jpg?v=1753951822,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Harmony, Balance, Strength",,,blue-sapphire-diamond,Wear This For Balance,,'1,adults,beaded,rainbow-tourmaline,,14-k-gold,imitation-jewelry,unisex,,,,,,lb,,,active
rainbow-tourmaline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/rainbow-hand-product.jpg?v=1753951822,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-quartz,The Self-Love Bracelet - 14k Gold XO,"<p><span data-sheets-root=""1""><strong>ROSE QUARTZ</strong> opens your heart without asking for permission. It reminds you to <strong>LOVE</strong> yourself fully, forgive deeply, and lead with compassion. Wear it as a daily act of self-love—and watch how the world reflects it back.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Charms & Pendants,Bracelet,Bracelet,true,Color,rose-quartz,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,249.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO_d6cd7199-a4d7-45fc-a550-2e36497541a0.jpg?v=1753952022,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Self-Love, Compassion, Forgiveness",,,amethyst,Wear This For Self Love,,,all-ages,,rose-quartz,,14-k-gold,,unisex,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Rose-Quartz-hand-product.jpg?v=1757036154,lb,,,active
rose-quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Rose_c8564269-2d33-4629-88b8-9ad0505135a6.jpg?v=1757036154,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_2106.jpg?v=1757036154,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Rose-Quartz-hand-product.jpg?v=1757036154,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-1,The Empowered Bracelet - 14k Gold,"<p><span><strong>MALACHITE</strong> doesn't ask—it insists. This gemstone clears what no longer serves you and fuels your rise. Wear this bracelet when you’re ready to break cycles, heal forward, and lead with <strong>EMPOWERED </strong>truth. You didn’t come this far to play small—you came to win.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,malachite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,369.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO_62e2f434-99ae-4f82-880b-85df1cbe0385.jpg?v=1753952910,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Transformation, Healing, Empowerment",,,grey-tanzanite-gold,Wear This for Empowerment,,,adults,beaded,malachite,,gold-1,fine-jewelry,unisex,,,,,,lb,,,active
malachite-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Malachite2.jpg?v=1757036981,2,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/malachite-14k-hand-product.jpg?v=1757036266,3,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malachite-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Malachite-14k.jpg?v=1757036266,4,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-1,The Motivation Bracelet - 14k Gold,"<p><strong style=""font-size: 0.875rem;"">KYANITE</strong><span style=""font-size: 0.875rem;""> cuts through the noise and sharpens your <strong>FOCUS.</strong> Wear this gemstone when you need direction, drive, and the strength to keep going. It doesn’t just balance your energy—it fuels your </span><strong style=""font-size: 0.875rem;"">PERSEVERANCE</strong><span style=""font-size: 0.875rem;""> and moves you forward with purpose. Let it guide your next bold step. </span><br></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Charms & Pendants,Bracelet,Bracelet,true,Color,kyanite,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,349.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/XO_eca0e1e2-d70f-409e-808e-4730e24704f3.jpg?v=1753964859,1,"",false,,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Focus, Drive, Perseverance",,,citrine-14k-gold,Wear for Bold Focus,,,adults,,kyanite,,diamond,imitation-jewelry,unisex,,,,,,lb,,,active
kyanite-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/kyanite-14k-body.jpg?v=1757036194,2,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/kyanite-14k-hand-product.jpg?v=1757036194,3,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyanite-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Kyanite-14k_3706413d-04a7-4053-aef1-1c71b613e425.jpg?v=1757036194,4,14k Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby,The Passion Bracelet - Diamond,"<p><span><strong>RUBY</strong> doesn’t whisper—it roars. This bracelet charges your <strong>CONFIDENCE</strong>, turns up the heat on your desires, and dares you to go after what sets your soul on fire. Wear it when you’re ready to pursue all of your<strong> PASSIONS</strong>.</span></p>",XO Maria Louise,Apparel & Accessories > Jewelry > Bracelets,Bracelet,Bracelet,true,Color,ruby,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,1149.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Diamond.jpg?v=1753952495,1,"",false,Ruby Gemstone Bracelet,,,,adult,,,,,,,,,,,,"<p>Handmade with care, our XO bracelets feature a 6.25"" stretch cord for a comfortable fit. Crafted with the highest quality gemstones, each piece is unique, with natural variations in color. Choose from a 14kt yellow gold charm or 14kt gold with VS1 diamonds for a touch of elegance. <a href=""#"" style=""text-decoration:underline;text-underline-offset:3px;"">Custom sizes available upon request.</a></p>","Confidence, Passion, Desire",,,citrine-14k-gold,Wear This For Confidence,,,adults,beaded,ruby,,diamond,imitation-jewelry,unisex,,,,,,lb,,,active
ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/ruby.jpg?v=1757036178,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/IMG_1599_2.jpg?v=1757690790,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7198/5288/files/Ruby-hand-product.jpg?v=1757036410,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
